,Type,Publication,Text,Type and Publication,Text Length
703,Real,The Guardian,"Interest-free government loans should be made available to help up to a million households buy electric cars over the next two years, the shadow business secretary, Ed Miliband, is to argue. In a speech on Thursday, Miliband will set out Labour's plans for an ""electric vehicle revolution"" to promote a rapid increase in the take-up of electric cars as the UK moves towards net zero carbon.  With Boris Johnson already promising a ""green industrial revolution"" to bring new jobs to former industrial areas, Labour is keen to underline the fact that its own plans would be more radical. Miliband will say a Labour government would: part-finance three more gigafactories by 2025 to build the batteries for electric vehicles; fund interest-free loans for low- and middle-income households to help them cope with the upfront costs of buying an electric car; accelerate the creation of charging points, including in less well-served areas including Yorkshire, the north west of England and the West Midlands. The transport secretary, Grant Shapps, recently announced £20m to help fund new charging points, as the government works towards its target of ending the sale of new petrol and diesel cars and vans by 2030 – but Labour believes the government is not acting fast enough. In prereleased remarks, Miliband said: ""To back the car industry and create jobs, Labour would bring forward ambitious proposals to spark an electric vehicle revolution in every part of the country. ""By extending the option to buy an electric car to those on lower incomes and accelerating the rollout of charging points in regions that have been left out, we would ensure that everyone could benefit."" Labour estimates the cost to the government of each 100,000 new vehicles paid for via loans at £156m, and argues that the taxpayer should be willing to fund up to 1m purchases over the next two years. Last year 108,205 electric vehicles were sold, up 180% on a year earlier. They argue this would help to create new jobs in the industry by giving manufacturers certainty about future demand – and the funding should form part of a total £30bn investment in green jobs. In his speech, Miliband will stress the importance of tackling deep inequalities in the UK, at the same time as confronting the climate emergency. Keir Starmer has repeatedly pointed to dealing with inequality as one of the political dividing lines between his party and the government, highlighting the fact that some of the poorest households were those left most exposed to the Covid pandemic. Miliband is expected to say: ""What we cannot do is put a green coat of paint on our unequal, insecure economy. Every worker whose job might change, every consumer who may face a change in what they pay, every single person in this country has got to be at the centre of our concerns. This is the DNA of Labour: green and fair. Green and red together."" Miliband is keen to show that Labour remains as committed to the cause of environmentalism as it was under Jeremy Corbyn's leadership. Plans for a ""green industrial revolution"" were at the heart of the 2019 manifesto – a phrase since appropriated by the Tories. The government is hoping for a successful outcome from the crucial Cop26 climate summit in Glasgow in November, as Johnson tries to rebuild the UK's reputation as a collaborative global player in the wake of Brexit. Climate is expected to be on the agenda when the G7 nations meet in June – a gathering the prime minister hopes can be held in Cornwall, if coronavirus travel restrictions allow.",Real Guardian,601.0
704,Real,The Guardian,"At least 40% of households in four London boroughs are having to claim help with affording a place to live as the economic impact of Covid-19 exacerbates the housing crisis in urban areas, analysis reveals. Research by the Conservative thinktank Bright Blue found that the most significant increases in the proportion of households claiming state support for housing costs in the first nine months of the pandemic were in cities – particularly London.  In Newham, Haringey, Barnet and Hackney, 40% or more of households are now reliant on benefits – such as the housing element of universal credit – to meet part of their housing costs. Bright Blue published the research as it launches a cross-party commission on the future of social security, with members including the food campaigner Jack Monroe and the Labour peer and social policy expert Ruth Lister, as well as the former Tory work and pensions secretary Stephen Crabb. Much of the increase in claims for housing support has been within the private rented sector, the research found, with 212 of the 317 local authorities in England seeing at least 60% of new claims coming from private tenants. The smallest increases in housing claims were seen in rural areas, with the least-affected local authorities including the chancellor's leafy Richmondshire, where 12% of households claim housing support, up just 1.8% from before the pandemic. Richmondshire was recently placed in the highest tier for applying for the government's new £4.8bn ""levelling up fund,"" raising questions about how the money will be allocated. There are mounting concerns among charities and anti-poverty campaigners about what will happen when the government's support measures, such as the furlough scheme, which has protected millions of jobs, are phased out in the coming months. Rishi Sunak extended the £20-a-week increase in universal credit in his budget this month, but it is now due to expire in September, as he insists on the need to start repairing the public finances. The government is also freezing the level of local housing allowance (LHA), which determines how much private tenants can claim, after reconnecting it to a measure of average local rents a year ago. At the same time, the stamp duty holiday, which can tend to drive up property prices and therefore rents, was extended by another three months. LHA has been consistently eroded over the past decade, Bright Blue points out, so that by 2019, it did not meet the full cost of rent for claimants in 97% of areas. The thinktank's chief executive, Ryan Shorthouse, warned the government against making benefits claimants bear the burden of trying to balance the books. ""After the last economic crisis in the late 2000s, those claiming working-aged benefits experienced deep and disproportionate cuts to their incomes as the government repaired the public finances. That can't happen again,"" he said. Calls for reform of the welfare safety net have grown through the pandemic, as many people who had never expected to rely on benefits have found themselves asking for help. ""The pandemic has proven that almost all of us can fall on hard times because of random, unpredictable events,"" Shorthouse said. ""A popular and effective welfare system is needed to maintain participation in and support for our socio-economic system."" Lady Lister, welcoming the establishment of the commission, said: ""The pandemic has exposed and aggravated the extent of economic insecurity in our society as well as the cracks in the social security system, which mean that it is failing to provide genuine security."" Her remarks echoed those of Britain's leading expert on health inequalities, Michael Marmot, who has called for benefits to be increased significantly to curb a mental health crisis. Marmot, who produced a significant study on health inequalities in 2010, and whose work was recently praised by the Labour leader, Keir Starmer, told the Observer the ""brutalising"" universal credit system should be reformed. ""Ideally, all people of working age should be in work. That's the desirable state. And in work, they should be paid a living wage. If they can't work, for whatever reason, then the welfare system should be sufficiently generous for their health not to be damaged by that experience. We know what needs to be done. Let's do it,"" he said. The commission is being funded by the Lloyds Bank Foundation – the bank's charitable arm – as well as the Trust for London.",Real Guardian,730.0
705,Real,The Guardian,"Senior figures in the Labour party were urged to smooth the rapid selection of Dr Paul Williams as Hartlepool's candidate in the forthcoming byelection by members of the local party, according to a letter seen by the Guardian. Williams's selection for the Hartlepool seat came just days after the sitting MP Mike Hill resigned over sexual harassment allegations, and Labour's ruling national executive committee (NEC) last week composed a ""longlist"" comprising only his name, sparking accusations of a stitch-up by the leadership.  It also appeared to undermine Labour's commitment to using all-women shortlists in key constituencies to increase female representation in the House of Commons. The Guardian has been passed a letter sent to Labour officials by the chair of Hartlepool CLP, Moss Boddy, last Tuesday, the day of Hill's resignation, calling on the NEC to ""find a way"" for Williams to be adopted as the candidate, ""without delay"". ""It is essential that our candidate be in place in the next few days, so that they can hit the ground running,"" the letter said, highlighting the need to avoid ""navel-gazing,"" and citing Williams's record as a ""proven local campaigner"". The letter says it reflects the position agreed by Hartlepool CLP's executive at an emergency meeting on Tuesday evening. Williams, who was an MP for Stockton South from 2017-2019, had been standing as the police and crime commissioner for Cleveland. Labour hopes his status as a local doctor who has served on the frontline through the pandemic will help him to win what is expected to be a difficult race; but the Conservatives have highlighted his past opposition to Brexit. Williams also had to apologise on Friday for ""inappropriate"" tweets sent a decade ago, including one referring to a ""favourite Tory milf"" and another that compared a burglary at the home of the Conservative MP Liam Fox to a sexual harassment scene in a movie. Shadow foreign secretary, Lisa Nandy, said on Sunday it was right that Williams had apologised, but he should now make clear what he had learned from the ""watershed moment"" of the past few weeks, when women's safety has been widely discussed in the light of Sarah Everard's murder. ""What I want to hear from him and from others who've made comments like this is that they're going to get this right in future,"" she told the BBC's Andrew Marr Show. The Tories hope to take the Hartlepool seat from Labour – a rare feat for governing parties at byelections – cementing the gains they made in the north-east by winning the Tees Valley mayoralty in 2017, and taking several nearby parliamentary seats in 2019. Labour's selection process was criticised on Sunday by Len McCluskey, general secretary of the Unite union. ""If that's Keir's definition of democracy well it's certainly not mine,"" he told Times Radio. ""It's not even a pretence any more. A shortlist – actually it was a longlist – of one man. It beggars belief."" He accused Starmer of undermining party democracy, and claimed the Labour leader risked being consigned to ""the dustbin of history"". With local and mayoral contests taking place across England on 6 May, as well as elections for the Scottish parliament and Welsh parliament, Labour is putting heavy focus in its campaigning on the national issue of NHS pay. The deputy Labour leader, Angela Rayner, will help launch Williams's byelection campaign for the 6 May on Monday. She will argue that the decision to recommend a 1% rise for NHS workers amounts to a real-terms pay cut for 7,000 staff in the Hartlepool area. ""After all they have done for us, this really is the ultimate insult and is a kick in the teeth for our hard-working NHS staff. The choice in Hartlepool is a clear one between a Conservative candidate who wants to cut nurses' pay, or Dr Paul Williams who has been working on the frontline at Hartlepool hospital and will stand up for our NHS heroes and our key workers,"" she said, ahead of her visit. Labour believes the Conservatives made a major political misstep by recommending a 1% increase, which amounts to a real-terms pay cut. However, government insiders point out that the final amount, once the independent pay review body has made its recommendation, is likely to be higher.",Real Guardian,715.0
706,Real,The Guardian,"The defence secretary, Ben Wallace, has said the government will protect the success of its vaccination programme at all costs, as speculation grows that strict restrictions on foreign travel could continue into the summer. With cases rising in several EU countries and the South African variant becoming more prevalent in France, some experts have cautioned against lifting the holiday ban.  Mike Tildesley, a member of the Spi-M modelling group, which feeds into the government's Scientific Advisory Group for Emergencies (Sage), has said continental holidays this summer currently appear extremely unlikely. Asked about the prospects for travel, Wallace said: ""We can't be deaf and blind to what's going on outside the United Kingdom. If you look in Europe, and the increases in infections, we can't put at risk the huge amount of effort, by the taxpayer, by the NHS, by our scientists, in developing this vaccine. ""And if we were to be reckless in any way, and import new variants that put it at risk, then what would people say about that?"" he asked Sophy Ridge on Sky News. ""We've got good direction of travel, we're getting there, and I think we need to make sure we preserve that at all costs."" Under the government's roadmap for exiting lockdown the current travel restrictions will remain in place until at least 17 May. The Department for Transport has set up a ""global travel taskforce"" to examine how holidays and other travel could be facilitated. The Cabinet Office is conducting a separate review of whether some form of Covid certificate could allow travellers to show that they have been vaccinated or have received a recent negative test result. The shadow foreign secretary, Lisa Nandy, underlined the need for the government to be careful. ""We're all desperate to go on holiday, but we've got to proceed with caution. We can't allow the good work that's been done by the vaccine rollout to be unravelled by unlocking too quickly, or by failing to secure our borders,"" she said on BBC One's The Andrew Marr Show. ""We've seen problems with that in the past."" Nandy also said she would not be booking an overseas holiday. With the EU's vaccination plan faltering, Wallace also warned the European commission against banning the export of vaccines when the bloc's leaders meet later this week. ""The world is watching what happens,"" he said, and cautioned against trying to unpick commercial contracts the UK government had made with EU drugmakers. The European commissioner Mairead McGuinness declined to rule out an export ban on Sunday. Appearing on the Marr show, she stressed the need for a calm approach and lamented what she called the ""AstraZeneca saga"". ""It's hugely disappointing, and European citizens are growing angry and upset at the fact that the vaccine rollout has not happened as rapidly as we had anticipated,"" she said. ""Both the EU and the UK have contracts with AstraZeneca. My understanding is that the company is supplying the UK but not the European Union. ""I think this is just about openness and transparency and addressing citizens' concerns. It's about nothing else.""",Real Guardian,516.0
707,Real,The Guardian,"Boris Johnson went out of his way this week not to blame Delhi for the later-than-expected arrival of 5m doses of the Oxford vaccine from India, which is contributing to a significant dip in supplies in April. ""No, no, no,"" he said, when asked by a reporter whether Delhi had blocked the export of the vaccines, as the country battles a resurgence in Covid cases.  Instead, he praised the Serum Institute of India, which is manufacturing the Oxford/AstraZeneca vaccine, and stressed the importance of a global approach. Johnson's remarks were in stark contrast to the robust response from the foreign secretary, Dominic Raab, when the president of the European commission, Ursula Von der Leyen, threatened to slap an export ban on vaccines due to leave the EU. ""If the situation does not change, we will have to reflect on how to make exports to vaccine-producing countries dependent on their level of openness,"" Von der Leyen said earlier this week, in remarks widely interpreted as aimed at the UK. The EU's management of its vaccination programme has at times appeared chaotic, with several member states temporarily halting delivery of the AstraZeneca jab over safety concerns in recent days, at the same time as the commission was bemoaning a shortage of supplies. Leaked figures earlier this week showed that 34m doses of vaccines had been exported from EU manufacturing facilities, more than 9m of those to the UK. The UK insists these have been contracted and paid for, mainly from Pfizer. Raab hit back at Von der Leyen's comments, saying: ""Frankly, I'm surprised we're having this conversation. It is normally what the UK and EU team up with to reject when other countries with less democratic views than our own engage in that kind of brinkmanship."" The row with the EU appears to have been heightened by the Brexit situation, with many of the same personnel involved. But government insiders say the tough reaction to Von der Leyen's statement also reflects genuine concern in Whitehall at what moves the EU might now make, with cases rising sharply in some countries and vaccination programmes faltering. ""There's been a huge amount of alarm, because we're aware that they're in a very, very difficult place, and there's a risk of making very poor decisions that harm the bilateral relationship for years or even decades to come,"" said one official. Ministers are acutely conscious that supply chains for the vaccines and their components are global, and a slew of tit-for-tat export restrictions would have disastrous consequences. It is for that reason Johnson told the House of Commons: ""We oppose vaccine nationalism in all its forms"" – despite previously hailing various aspects of the the UK's pandemic response as ""world-beating"". The EU situation is different to the Indian delay, government insiders say. They point out that 5m doses have already been delivered from India, and the arrival of the rest is a matter of timing, with discussions continuing. ""There's a calm,"" said one Whitehall official involved. By contrast, the EU appeared to be suggesting tearing up commercial contracts. Emollience towards Delhi also suits the ""tilt"" towards the Indo-Pacific region outlined in Johnson's strategic and defence review this week, and which will be underlined when the prime minister visits India later in the spring. He won't want to fall out too badly with the EU either, however. Weighing on the prime minister's mind will be the fact that he is due to host leaders of the G7 nations in Cornwall in June (travel restrictions allowing), and will not want to do so against the backdrop of a vicious diplomatic spat. But this week's events have only strengthened the view in government that the safest way to secure supplies for future vaccine rounds – which Matt Hancock has said may have to begin with a booster shot in the autumn – is to bolster the UK's domestic capacity still further. Meanwhile, ministers will be watching developments in EU capitals very closely.",Real Guardian,663.0
708,Real,The Guardian,"Chris Whitty has insisted the British public are still keen to come forward and be vaccinated, despite several countries, including France, Spain and Italy, pausing delivery of the Oxford/AstraZeneca jab claiming safety fears. The chief medical officer for England said there were anecdotal reports that a very small number of people had ""not turned up immediately after they have heard the news"" but many were likely to change their minds after a ""pause for thought"".  ""Overall there is no evidence of a significant problem, that people do not want vaccination,"" he said, urging anyone with concerns to weigh them against the risks of contracting Covid. Whitty emphasised the medical consensus over the safety of the jab, insisting: ""The overwhelming professional view of doctors around the world, and other health professionals, is these vaccines are highly effective against a dangerous infection that is common, and they are safe – very safe – relative to the risk of the infection."" He was speaking alongside Boris Johnson at a Downing Street press conference where the prime minister said he would receive the Oxford/AstraZeneca vaccine himself on Friday, as he reaffirmed its safety. The prime minister sought to reassure the public amid reports of blood clots that have led several countries to pause the delivery of the vaccine. Johnson highlighted a new statement from the Medicines and Healthcare products Regulatory Agency (MHRA) published on Thursday, setting out the latest evidence on the safety of the vaccination programme. ""They've confirmed that the benefits of the vaccine in preventing Covid far outweigh any risks, and people should continue to get their vaccine,"" the prime minister said. ""The Oxford jab is safe, the Pfizer jab is safe, the thing that is not safe is getting Covid."" The MHRA's chief executive, June Raine, said it had carried out a ""rigorous scientific review"" which showed that blood clots were occurring to no greater extent among the vaccinated population than would be expected in the absence of jabs. Raine said there had also been five reports of a rare form of cerebral blood clot, among 11 million patients receiving the vaccine. She said there was as yet no evidence of any causal link, but urged the public who had been vaccinated to seek medical attention if they have a headache, or bruising beyond the injection site, that lasts more than four days. Johnson also sought to play down the significance of a slowdown in supplies of the vaccine over the next month, insisting it would not prevent the government from meeting its target of vaccinating all over-50s by mid-April, and the entire adult population by the end of July. He stressed there would be no impact on the government's roadmap plan for progressively reopening the economy and society between now and late June. ""Our progress along the road to freedom remains unchecked,"" he insisted. Johnson praised the Serum Institute, which is manufacturing the Oxford vaccine in India, saying they were ""doing a herculean job in producing vaccines in such large quantities"". Asked whether ministers in Delhi had blocked the delivery of 4m doses from India that had been delayed, Johnson said: ""No, no, no."" He added: ""The Indian government hasn't stopped any export; there is a delay, as there is very frequently in vaccine rollout programmes. ""There is a huge amount of work that we want to do together and this is just the beginning.""",Real Guardian,566.0
709,Real,The Guardian,"Labour has thrown its weight behind calls for a full-blown public inquiry to learn the lessons of the Covid pandemic, with Rachel Reeves arguing it should kick off when the prime minister's roadmap comes to an end in June. Reeves, who shadows the Cabinet Office minister, Michael Gove, told the Guardian the government should start preparing now, to allow an inquiry to begin in earnest over the summer.  ""We're supposed to be out of the roadmap by 21 June,"" said Reeves. ""Let's get ready for it now, and from 21 June this inquiry can really get started and use the summer months where we should be better protected, and the vaccine has been rolled out to most adults."" Reeves and the Labour leader, Keir Starmer, have heard first-hand from bereaved relatives in recent weeks – a moving experience which, she says hardened her view that a public inquiry must be held. ""It was one of the toughest meetings, with people whose grief was still so raw and recent. Some amazing people telling of terrible loss,"" she said. ""They want an inquiry because they want to understand what happened and whether anything more could have been done – but also, and I think this is probably the strongest argument, the lessons to be learned, because this is unlikely to be the last virus or disease that comes our way."" ""Justice is being denied, and they can't have closure until they better understand what happened,"" she added. She urged the government to work with bereaved families to decide how the inquiry should be set up. ""The inquiry is needed most of all by them. So, I think they should be in the driving seat really for how this is conducted, but it needs to be independent, it needs to be held in public. And it needs to be properly resourced,"" she said. The campaign group Covid-19 Bereaved Families for Justice is calling for a judge-led, statutory inquiry to be convened urgently. Reeves said: ""I don't expect Boris Johnson to listen to Keir Starmer or myself in calling for an inquiry, but I do hope he has the decency to listen to the voices of those who have lost someone, and will do the right thing."" Reeves has written to Gove, urging him to make a commitment to go ahead with an inquiry. ""This must be an independent, fully public inquiry, and it must not be delayed,"" she says in the letter. ""We can learn from the Chilcot and Hillsborough inquiries as to how this can be started in this parliament. With such a huge loss of life, justice delayed will be justice denied. Reeves has been a vocal critic of the outsourcing of key aspects of the government's pandemic response, and the ""crony contracts"" awarded to Conservative donors and contacts as the government scrambled to procure personal protective equipment. She said an inquiry should look at all aspects of the handling of the pandemic, from why frontline workers were not better protected to the timing of lockdown measures and the tragic deaths in the care system. ""So many people lost loved ones in care homes and weren't able to say goodbye,"" she said. She added that the pandemic had exposed many of the weaknesses in the care system – which Johnson claimed on his first day in office he had a plan to fix. ""It's casualisation, fragmentation, for-profit – so many things about the current system are broken,"" Reeves said. ""This virus exploits vulnerabilities, and the vulnerabilities were in the care system."" In addition, Reeves called for the investigation to examine the lack of resilience that Labour argues left both public services and individual households particularly exposed to the pandemic. She cited the fact that the UK has fewer intensive care beds per head than many other European countries – 7.3 intensive care beds for every 100,000 people, compared with 33.8 in Germany, for example – and had run down its stockpile of PPE equipment before the crisis. ""It's also the resilience of families,"" she added. ""Eleven and a half million adults went into this crisis with less than £100 worth of savings. There are a million people on zero-hour contracts, and that has made it harder for people to take the rights to make the right decisions for public health. ""People are having to make the choice about whether to feed their families, or to keep their community safe by self-isolating – and we all pay the price if for whatever reason people are not in a position to take the actions that are needed to contain the spread of the virus."" The health secretary, Matt Hancock, has been pushing for more generous payments to workers self-isolating, but been rebuffed by the Treasury, which believes financial incentives are not the main reason many people fail to stay at home when requested to. When the death toll from the virus exceeded 100,000 earlier this year, the prime minister said his government, ""did everything we could"" in ""a very, very difficult stage, and a very, very difficult crisis for our country"". But Reeves said the government failed to learn lessons from the earlier phases of the pandemic.",Real Guardian,864.0
710,Real,The Guardian,"Emily Thornberry has accused the government of failing to carry out an economic impact assessment of Boris Johnson's Brexit deal, after two key government departments told the shadow international trade secretary they had no such document. As official figures showed a 40.7% decline in exports to the EU in January, Thornberry wrote to the international trade secretary, Liz Truss, to ask why she had published assessments of many much less significant deals but not the crucial Christmas Eve trade agreement with the EU.  When Thornberry challenged Truss in the House of Commons to produce economic analysis of the deal in January, the minister referred her to the EU taskforce in the Cabinet Office, which spearheaded the fraught negotiations. But when Thornberry made a freedom of information request to the Cabinet Office, she was referred to the Treasury, which replied that it ""does not hold a specific document meeting the terms of your request"". Johnson's spokesperson had previously said the government would not be publishing its analysis of the economic impacts of the deal, but Thornberry has now written to Truss to ask whether the government failed to carry out an analysis at all. ""It appears not that the government is refusing to publish the economic impact assessment it has conducted in relation to the UK-EU deal, but that no economic impact assessment was ever produced,"" she said in a letter seen by the Guardian. ""For an agreement of such immense importance for our country's economy, business, jobs and trade, that is utterly staggering. And when we compare it to the approach taken to the assessment of every other UK trade deal signed over the last two years, it makes no sense whatsoever."" She gave the example of the department's recent publication of analysis of the deal struck with Albania, a country with which trade was worth £45m in 2019. Trade with the EU is worth 15,000 times as much. Labour has begun to take a more aggressive approach to highlighting the shortcomings of Johnson's Brexit deal and the impact on businesses in recent weeks. Keir Starmer whipped his MPs to vote for the deal in December, saying Labour wanted to avert a no-deal exit and that it would still criticise the agreement. But he has made few mentions since of the impact of the end of the transition period on businesses. David Frost, who negotiated the deal and now sits in cabinet as the minister for EU relations, sought to play down the significance of January's sharp decline in exports, pointing out that many companies had stockpiled goods before the end of the transition period. The independent Office for Budget Responsibility has warned that short-term trade disruption is likely to knock 0.5% off GDP in the first quarter of this year. A government spokesperson said: ""Our deal with the EU represents one of the most comprehensive free trade agreements ever signed, and it's a good deal for British families, businesses and jobs."" Officials claim it would be impossible for any single model or forecast to capture the complex impact of the agreement on the economy.",Real Guardian,516.0
711,Real,The Guardian,"Pubs may not open until April, nightclubs until June, but for millions of frazzled parents across England, Monday will be the most eagerly awaited landmark on the long road back to normal life, when schools reopen their doors to all pupils. However, for Boris Johnson it will be the start of an anxious few weeks as the government's health experts monitor the impact of the ""big bang"" reopening on Covid infection rates.  In an open letter in January, the prime minister declared himself ""in awe"" of parents juggling home schooling with jobs and household chores. That is why No 10 made a deliberate decision to put the return to school at the top of the list of priorities for reopening, amid intense pressure from Tory backbenchers concerned about the impact on children's education and wellbeing, as well as parents' ability to work. Johnson rejected calls from ministers including the education secretary, Gavin Williamson, to send pupils back after the February half-term and instead set the date of 8 March – three weeks after the top four priority groups had received their first vaccine dose. The speed and scale of the inoculations – more than 20 million people have had their first jab so far – has given ministers more political wriggle room than they might have hoped for. And during the extra fortnight of Zoom lessons around the kitchen table the number of new cases dropped further – there were 6,573 new case on Thursday, fewer than half the number two weeks ago. But some experts are still wary about the ""big bang"" reopening, and government insiders remain acutely conscious that the return to school will mean a big change in the number of social connections made by many households. ""We feel like we're definitely confident on going ahead: infections are now at a lower rate and we've vaccinated a lot more people – but of course we acknowledge that there's likely to be some impact on cases: our challenge is to manage that,"" said a No 10 source. At its 11 February meeting, the Scientific Advisory Group for Emergencies (Sage) reaffirmed its expectation that schools reopening would increase the reproduction number of the disease, known as R, by 10%-50% – not just because of children mixing, but parents meeting at the school gates. The Department for Education hopes that the regular testing of teachers, school support staff and secondary school pupils, as well as the availability of at-home kits for the parents of school-age children, will help to reduce the risk of large-scale outbreaks by identifying asymptomatic cases. The health secretary, Matt Hancock, is also more confident that with the virus less prevalent it will be easier to track and control fresh outbreaks, in a way that became all but impossible as the second wave took hold in the winter. ""We have very, very detailed, quite granular levels of data – and because the prevalence is lower, there is less noise,"" said a Department of Health and Social Care source. Labour has also backed the wider reopening. ""We have always said that the best place for children to be is in schools: best for their learning and best for their social and emotional wellbeing,"" said the shadow education secretary, Kate Green. But she said she would still like to see more support given to schools to make the changes necessary to create a Covid-safe environment, such as testing, spacing pupils out and improving ventilation. ""Teachers and heads are still saying the government are not being forthcoming with help,"" she said, reiterating Labour's call for ""Nightingale classrooms"" to allow children to be taught safely without crowding. Unions representing teachers and other education staff issued a joint statement on Friday urging the government to review the impact of reopening over the Easter break. ""The timing of the current reopening offers an opportunity to undertake a comprehensive analysis of the early data findings during the Easter holidays and to act on this decisively if there are any indications of a spike in infections in any part of the country,"" they said. Johnson has promised to wait five weeks before proceeding to the next stage of his roadmap – four weeks to review the data, plus a week's notice to announce any changes to the plan. In effect from 8 March, all pupils and college students returned fully. Care home residents could receive one regular, named visitor. In effect from 29 March, outdoor gatherings allowed of up to six people, or two households if this is larger, not just in parks but also gardens.
Outdoor sport for children and adults allowed.
The official stay at home order ended, but people encouraged to stay local.
People still asked to work from home where possible, with no overseas travel allowed beyond the current small number of exceptions. In effect from 12 April, non-essential retail, hair and nail salons, and some public buildings such as libraries and commercial art galleries  reopened. Most outdoor venues can reopen, including pubs and restaurants, but only for outdoor tables and beer gardens. Customers will have to be seated but there will be no need to have a meal with alcohol. Also reopen are settings such as zoos and theme parks.",Real Guardian,870.0
712,Real,The Guardian,"The shadow communities secretary has accused the government of using taxpayers' money to ""shore up"" Tory votes with ""cosmetic"" projects in hand-picked constituencies, while failing to address the legacy of a decade of austerity. The Guardian has calculated that 39 of the 45 new recipients of towns fund handouts announced in Rishi Sunak's budget have Conservative MPs. Meanwhile, areas represented by five cabinet ministers including Sunak himself were placed in tier 1 for the levelling up fund, giving them access to taxpayer funding to help them apply for the £4bn pot.  ""It does really look like the Tories are trying to use taxpayers' money to shore up their own votes locally, rather than tackle the deeply ingrained inequalities that exist in our country as a result of what they've done with 10 years of austerity,"" said Steve Reed. ""They are spending money to their own political advantage."" The government is yet to make available the qualifying criteria for the levelling up fund, despite Sunak insisting at Wednesday's press conference that they were ""transparently published"". Reed has written to Sunak to ask him to release more details. He said the new fund, for which ministers in Whitehall will decide between competing bids, would be ""pitting areas against each other"" and replace just a fraction of the resources sucked out of communities by public spending cuts and anaemic economic growth. ""The money that's being distributed by the levelling up fund is just a drop in the ocean, compared to what the Conservatives took away over the last 10 years. It's like a burglar coming into your house in the dead of night, stripping your house bare and then expecting gratitude for giving you back your TV. ""It looks incredibly cosmetic, and it looks skewed towards the interests of the Conservative party, rather than the interests of the British people, living in areas that have been held back by a decade of austerity."" Reed pointed to a plan in the communities secretary's Newark seat to restore the gatehouse of a 12th-century castle with some of the £25m received from the towns fund. ""Doing up a medieval gatehouse might provide a lovely photo opportunity for Robert Jenrick ahead of the next election, but it will do absolutely nothing for the people and the communities in the region,"" Reed said. Echoing a theme of a recent speech by Keir Starmer, Reed said Sunak had failed to do anything in Wednesday's budget to tackle the underlying inequalities that contributed to the UK's high death toll and deep recession during the Covid pandemic. ""The reason that we got the worst recession of any major economy and the highest death toll in Europe wasn't by accident, it wasn't by chance. It's because our country is so extremely unequal compared to most of the rest of Europe and other major economies,"" he said. ""Many people in our country are on very, very low incomes or in insecure incomes. And they were afraid to go and get tested in case they were positive and had to self-isolate, and then couldn't afford to do it."" Reed argued that the government's method of doling out regeneration funds from Whitehall was part of its broader approach of retaining control, instead of handing power back to communities – something Labour hopes to make a political dividing line at the next general election. ""It seems to be in the DNA of the Conservatives, they just don't trust people, they don't trust communities, they want to control everything from the centre themselves, it's why they got so much wrong during the pandemic."" He highlighted Jenrick's controversial proposals for planning reform that would see some areas allocated as ""growth"" zones, in which the presumption would be in favour of new housing proposals going ahead. ""It would be entirely in order for a government to say to a local area, 'we need you to contribute the following number of new homes to a national target that we would need to achieve', but then allow that locality to choose the best way to achieve that. But instead of that, they've taken the voice of local communities away and handed power to their wealthy friends in the development community, who are funding them."" Reed, a former leader of Lambeth council, has represented Croydon North since 2012 and was closely involved in Starmer's leadership campaign. Asked about recent internal jitters over Starmer's leadership, he said: ""I think we need to give Keir some credit for starting to reconnect the Labour party, not just with the voters who stayed with us, but with the voters that we lost.""",Real Guardian,767.0
